Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,0.5,1.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,0.512,1.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,2.0,2.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,5.0,34.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,10.0,15.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,15.0,2.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,20.0,1.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,25.0,1561.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,35.0,1.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,50.0,244.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,80.0,11.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,100.0,1.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,200.0,1.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,500.0,1.0
RIO NEGRO,Avellaneda,Pomona,62014090,0.512,1.0
RIO NEGRO,Avellaneda,Pomona,62014090,5.0,4.0
RIO NEGRO,Avellaneda,Pomona,62014090,10.0,2.0
RIO NEGRO,Avellaneda,Pomona,62014090,25.0,235.0
RIO NEGRO,Avellaneda,Pomona,62014090,50.0,21.0
RIO NEGRO,Avellaneda,Pomona,62014090,80.0,5.0
RIO NEGRO,Avellaneda,Pomona,62014090,200.0,1.0
RIO NEGRO,Bariloche,El Bolsón,62021030,0.512,2.0
RIO NEGRO,Bariloche,El Bolsón,62021030,2.0,42.0
RIO NEGRO,Bariloche,El Bolsón,62021030,4.0,17.0
RIO NEGRO,Bariloche,El Bolsón,62021030,6.0,2270.0
RIO NEGRO,Bariloche,El Bolsón,62021030,10.0,1428.0
RIO NEGRO,Bariloche,El Bolsón,62021030,12.0,99.0
RIO NEGRO,Bariloche,El Bolsón,62021030,20.0,200.0
RIO NEGRO,Bariloche,El Bolsón,62021030,25.0,1595.0
RIO NEGRO,Bariloche,El Bolsón,62021030,50.0,609.0
RIO NEGRO,Bariloche,El Bolsón,62021030,100.0,115.0
RIO NEGRO,Bariloche,El Bolsón,62021030,150.0,32.0
RIO NEGRO,Bariloche,El Foyel,62021040,0.512,1.0
RIO NEGRO,Bariloche,El Foyel,62021040,1.0,2.0
RIO NEGRO,Bariloche,Rio Villegas,62021050,2.0,6.0
RIO NEGRO,Bariloche,Rio Villegas,62021050,100.0,76.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.0,15011.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.5,9.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.512,3.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.75,261.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,1.0,53.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,2.0,3.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,3.0,1028.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,3.5,3397.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,4.0,21.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,5.0,29.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,6.0,2326.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,8.0,3429.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,10.0,1266.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,12.0,536.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,15.0,3050.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,20.0,2977.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,25.0,122.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,30.0,4646.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,50.0,374.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,90.0,10057.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,100.0,60.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,180.0,463.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,250.0,306.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,300.0,189.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,330.0,115.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,520.0,40.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,540.0,89.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,1000.0,2.0
RIO NEGRO,Bariloche,Villa Catedral,62021080,3.5,11.0
RIO NEGRO,Bariloche,Villa Catedral,62021080,8.0,25.0
RIO NEGRO,Bariloche,Villa Catedral,62021080,15.0,96.0
RIO NEGRO,Bariloche,Villa Catedral,62021080,30.0,2.0
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,0.75,5.0
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,3.5,40.0
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,8.0,73.0
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,15.0,104.0
RIO NEGRO,Bariloche,Villa Los Coihues,62021100,0.512,1.0
RIO NEGRO,Bariloche,Villa Mascardi,62021110,20.0,4.0
RIO NEGRO,Conesa,General Conesa,62028020,0.512,1.0
RIO NEGRO,Conesa,General Conesa,62028020,3.5,5.0
RIO NEGRO,Conesa,General Conesa,62028020,8.0,5.0
RIO NEGRO,Conesa,General Conesa,62028020,15.0,78.0
RIO NEGRO,Conesa,General Conesa,62028020,40.0,8.0
RIO NEGRO,Conesa,OTROS,Sin Datos,0.5,1.0
RIO NEGRO,El Cuy,Aguada Guzmán,62035010,2.0,2.0
RIO NEGRO,El Cuy,Cerro Policía,62035020,0.0,1.0
RIO NEGRO,El Cuy,El Cuy,62035030,0.0,1.0
RIO NEGRO,El Cuy,El Cuy,62035030,0.256,1.0
RIO NEGRO,El Cuy,El Cuy,62035030,0.75,2.0
RIO NEGRO,El Cuy,El Cuy,62035030,2.0,1.0
RIO NEGRO,El Cuy,El Cuy,62035030,3.5,20.0
RIO NEGRO,El Cuy,El Cuy,62035030,8.0,16.0
RIO NEGRO,El Cuy,El Cuy,62035030,15.0,24.0
RIO NEGRO,El Cuy,Las Perlas,62035040,0.512,1.0
RIO NEGRO,El Cuy,Las Perlas,62035040,4.0,10.0
RIO NEGRO,El Cuy,Las Perlas,62035040,8.0,60.0
RIO NEGRO,El Cuy,Las Perlas,62035040,10.0,74.0
RIO NEGRO,El Cuy,Las Perlas,62035040,12.0,188.0
RIO NEGRO,El Cuy,Las Perlas,62035040,50.0,20.0
RIO NEGRO,El Cuy,Mencué,62035050,2.0,2.0
RIO NEGRO,El Cuy,Naupa Huen,62035060,2.0,1.0
RIO NEGRO,El Cuy,Valle Azul,62035080,0.512,1.0
RIO NEGRO,El Cuy,Valle Azul,62035080,3.0,1.0
RIO NEGRO,El Cuy,Valle Azul,62035080,5.0,25.0
RIO NEGRO,El Cuy,Valle Azul,62035080,6.0,25.0
RIO NEGRO,General Roca,Allen,62042010,0.0,2.0
RIO NEGRO,General Roca,Allen,62042010,0.256,1.0
RIO NEGRO,General Roca,Allen,62042010,0.512,2.0
RIO NEGRO,General Roca,Allen,62042010,0.75,9.0
RIO NEGRO,General Roca,Allen,62042010,2.0,74.0
RIO NEGRO,General Roca,Allen,62042010,3.0,238.0
RIO NEGRO,General Roca,Allen,62042010,3.5,282.0
RIO NEGRO,General Roca,Allen,62042010,4.0,55.0
RIO NEGRO,General Roca,Allen,62042010,6.0,59.0
RIO NEGRO,General Roca,Allen,62042010,8.0,768.0
RIO NEGRO,General Roca,Allen,62042010,10.0,44.0
RIO NEGRO,General Roca,Allen,62042010,15.0,660.0
RIO NEGRO,General Roca,Allen,62042010,20.0,20.0
RIO NEGRO,General Roca,Allen,62042010,30.0,2.0
RIO NEGRO,General Roca,Barda del Medio,62042030,0.512,1.0
RIO NEGRO,General Roca,Barda del Medio,62042030,3.0,230.0
RIO NEGRO,General Roca,Barrio Destacamento,62042115,1.0,1.0
RIO NEGRO,General Roca,Barrio El Labrador,62042120,1.0,6.0
RIO NEGRO,General Roca,Barrio El Labrador,62042120,6.0,6.0
RIO NEGRO,General Roca,Barrio Guerrico,62042160,0.75,2.0
RIO NEGRO,General Roca,Barrio Guerrico,62042160,3.5,18.0
RIO NEGRO,General Roca,Barrio Guerrico,62042160,8.0,27.0
RIO NEGRO,General Roca,Barrio Guerrico,62042160,15.0,155.0
RIO NEGRO,General Roca,Barrio Guerrico,62042160,30.0,89.0
RIO NEGRO,General Roca,Catriel,62042360,0.512,2.0
RIO NEGRO,General Roca,Catriel,62042360,3.0,727.0
RIO NEGRO,General Roca,Catriel,62042360,6.0,1.0
RIO NEGRO,General Roca,Catriel,62042360,50.0,1954.0
RIO NEGRO,General Roca,Catriel,62042360,100.0,419.0
RIO NEGRO,General Roca,Cervantes,62042370,0.5,1.0
RIO NEGRO,General Roca,Cervantes,62042370,0.512,3.0
RIO NEGRO,General Roca,Cervantes,62042370,3.0,139.0
RIO NEGRO,General Roca,Cervantes,62042370,4.0,25.0
RIO NEGRO,General Roca,Cervantes,62042370,5.0,37.0
RIO NEGRO,General Roca,Cervantes,62042370,6.0,54.0
RIO NEGRO,General Roca,Cervantes,62042370,50.0,1.0
RIO NEGRO,General Roca,Chichinales,62042380,0.512,4.0
RIO NEGRO,General Roca,Chichinales,62042380,3.0,69.0
RIO NEGRO,General Roca,Chichinales,62042380,4.0,18.0
RIO NEGRO,General Roca,Chichinales,62042380,5.0,45.0
RIO NEGRO,General Roca,Chichinales,62042380,6.0,45.0
RIO NEGRO,General Roca,Chichinales,62042380,10.0,48.0
RIO NEGRO,General Roca,Chichinales,62042380,20.0,2.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,0.512,1.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,0.75,4.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,2.0,55.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,3.0,373.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,3.5,298.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,4.0,208.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,5.0,200.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,6.0,465.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,8.0,721.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,10.0,117.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,11.0,18.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,15.0,841.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,20.0,7.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,30.0,64.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,50.0,17.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,60.0,46.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,80.0,56.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,100.0,2827.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,120.0,67.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,300.0,656.0
RIO NEGRO,General Roca,Cipolletti,62042400,0.0,6.0
RIO NEGRO,General Roca,Cipolletti,62042400,0.256,1.0
RIO NEGRO,General Roca,Cipolletti,62042400,0.5,1.0
RIO NEGRO,General Roca,Cipolletti,62042400,0.512,3.0
RIO NEGRO,General Roca,Cipolletti,62042400,0.75,1.0
RIO NEGRO,General Roca,Cipolletti,62042400,1.0,3.0
RIO NEGRO,General Roca,Cipolletti,62042400,2.0,90.0
RIO NEGRO,General Roca,Cipolletti,62042400,3.0,333.0
RIO NEGRO,General Roca,Cipolletti,62042400,3.5,1.0
RIO NEGRO,General Roca,Cipolletti,62042400,4.0,92.0
RIO NEGRO,General Roca,Cipolletti,62042400,5.0,8.0
RIO NEGRO,General Roca,Cipolletti,62042400,6.0,149.0
RIO NEGRO,General Roca,Cipolletti,62042400,8.0,54.0
RIO NEGRO,General Roca,Cipolletti,62042400,10.0,170.0
RIO NEGRO,General Roca,Cipolletti,62042400,12.0,44.0
RIO NEGRO,General Roca,Cipolletti,62042400,15.0,72.0
RIO NEGRO,General Roca,Cipolletti,62042400,20.0,62.0
RIO NEGRO,General Roca,Cipolletti,62042400,30.0,89.0
RIO NEGRO,General Roca,Cipolletti,62042400,50.0,1243.0
RIO NEGRO,General Roca,Cipolletti,62042400,60.0,100.0
RIO NEGRO,General Roca,Cipolletti,62042400,80.0,72.0
RIO NEGRO,General Roca,Cipolletti,62042400,100.0,9550.0
RIO NEGRO,General Roca,Cipolletti,62042400,120.0,90.0
RIO NEGRO,General Roca,Cipolletti,62042400,300.0,9343.0
RIO NEGRO,General Roca,Cipolletti,62042400,500.0,399.0
RIO NEGRO,General Roca,Cipolletti,62042400,1000.0,137.0
RIO NEGRO,General Roca,Contralmirante Cordero,62042410,0.512,1.0
RIO NEGRO,General Roca,Contralmirante Cordero,62042410,3.0,525.0
RIO NEGRO,General Roca,Ferri,62042420,2.0,77.0
RIO NEGRO,General Roca,Ferri,62042420,3.0,75.0
RIO NEGRO,General Roca,Ferri,62042420,4.0,99.0
RIO NEGRO,General Roca,Ferri,62042420,5.0,5.0
RIO NEGRO,General Roca,Ferri,62042420,6.0,80.0
RIO NEGRO,General Roca,Ferri,62042420,8.0,58.0
RIO NEGRO,General Roca,Ferri,62042420,10.0,63.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,0.512,4.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,3.0,92.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,4.0,17.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,5.0,55.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,6.0,42.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,10.0,75.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,20.0,2.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,0.0,1.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,0.5,1.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,0.512,1.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,2.0,83.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,3.0,64.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,3.5,69.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,4.0,107.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,5.0,39.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,6.0,105.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,8.0,191.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,10.0,111.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,15.0,254.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,18.0,3.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,30.0,75.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,60.0,77.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,80.0,81.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,120.0,69.0
RIO NEGRO,General Roca,General Roca,62042450,0.0,4.0
RIO NEGRO,General Roca,General Roca,62042450,0.256,1.0
RIO NEGRO,General Roca,General Roca,62042450,0.5,7.0
RIO NEGRO,General Roca,General Roca,62042450,0.512,4.0
RIO NEGRO,General Roca,General Roca,62042450,0.75,98.0
RIO NEGRO,General Roca,General Roca,62042450,1.0,7.0
RIO NEGRO,General Roca,General Roca,62042450,3.0,345.0
RIO NEGRO,General Roca,General Roca,62042450,3.5,1626.0
RIO NEGRO,General Roca,General Roca,62042450,5.0,634.0
RIO NEGRO,General Roca,General Roca,62042450,6.0,518.0
RIO NEGRO,General Roca,General Roca,62042450,8.0,1550.0
RIO NEGRO,General Roca,General Roca,62042450,10.0,376.0
RIO NEGRO,General Roca,General Roca,62042450,15.0,1351.0
RIO NEGRO,General Roca,General Roca,62042450,20.0,540.0
RIO NEGRO,General Roca,General Roca,62042450,25.0,372.0
RIO NEGRO,General Roca,General Roca,62042450,30.0,574.0
RIO NEGRO,General Roca,General Roca,62042450,40.0,2.0
RIO NEGRO,General Roca,General Roca,62042450,50.0,1449.0
RIO NEGRO,General Roca,General Roca,62042450,100.0,9188.0
RIO NEGRO,General Roca,General Roca,62042450,122.0,34.0
RIO NEGRO,General Roca,General Roca,62042450,200.0,1.0
RIO NEGRO,General Roca,General Roca,62042450,300.0,7704.0
RIO NEGRO,General Roca,General Roca,62042450,500.0,437.0
RIO NEGRO,General Roca,General Roca,62042450,1000.0,155.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,0.5,1.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,0.512,4.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,3.0,78.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,3.5,20.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,4.0,50.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,5.0,115.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,6.0,73.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,8.0,34.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,10.0,95.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,15.0,307.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,20.0,2.0
RIO NEGRO,General Roca,Mainqué,62042480,0.512,4.0
RIO NEGRO,General Roca,Mainqué,62042480,3.0,57.0
RIO NEGRO,General Roca,Mainqué,62042480,4.0,5.0
RIO NEGRO,General Roca,Mainqué,62042480,5.0,2.0
RIO NEGRO,General Roca,Mainqué,62042480,6.0,5.0
RIO NEGRO,General Roca,Mainqué,62042480,10.0,20.0
RIO NEGRO,General Roca,Peñas Blancas,62042265,2.0,2.0
RIO NEGRO,General Roca,Sargento Vidal,62042520,1.0,20.0
RIO NEGRO,General Roca,Sargento Vidal,62042520,6.0,3.0
RIO NEGRO,General Roca,Villa Manzano,62042550,0.0,20.0
RIO NEGRO,General Roca,Villa Manzano,62042550,0.512,1.0
RIO NEGRO,General Roca,Villa Manzano,62042550,1.0,57.0
RIO NEGRO,General Roca,Villa Manzano,62042550,3.0,355.0
RIO NEGRO,General Roca,Villa Manzano,62042550,6.0,2.0
RIO NEGRO,General Roca,Villa Regina,62042560,0.512,4.0
RIO NEGRO,General Roca,Villa Regina,62042560,0.75,15.0
RIO NEGRO,General Roca,Villa Regina,62042560,3.0,380.0
RIO NEGRO,General Roca,Villa Regina,62042560,3.5,183.0
RIO NEGRO,General Roca,Villa Regina,62042560,4.0,1.0
RIO NEGRO,General Roca,Villa Regina,62042560,6.0,39.0
RIO NEGRO,General Roca,Villa Regina,62042560,8.0,399.0
RIO NEGRO,General Roca,Villa Regina,62042560,15.0,472.0
RIO NEGRO,General Roca,Villa Regina,62042560,20.0,143.0
RIO NEGRO,General Roca,Villa Regina,62042560,30.0,2.0
RIO NEGRO,General Roca,Villa Regina,62042560,40.0,4.0
RIO NEGRO,General Roca,Villa San Isidro,62042570,1.0,15.0
RIO NEGRO,General Roca,Villa San Isidro,62042570,12.0,44.0
RIO NEGRO,Ñorquincó,Mamuel Choique,62056020,2.0,1.0
RIO NEGRO,Ñorquincó,Ñorquincó,62056030,0.5,1.0
RIO NEGRO,Ñorquincó,Ñorquincó,62056030,3.0,6.0
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),62056050,2.0,2.0
RIO NEGRO,Otros,Otros,Sin Datos,0.0,408.0
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,62063005,1.0,1.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010,0.512,1.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010,1.0,1.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010,5.0,4.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010,10.0,29.0
RIO NEGRO,Pichi Mahuida,Juventud Unida,62063013,1.0,1.0
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,62063017,0.0,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,0.0,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,0.5,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,0.512,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,0.75,17.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,1.0,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,3.5,187.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,5.0,279.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,6.0,1796.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,8.0,1075.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,10.0,1113.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,12.0,3.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,15.0,463.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,20.0,5.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,25.0,123.0
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020,50.0,1127.0
RIO NEGRO,Pichi Mahuida,Salto Andersen,62063060,1.0,1.0
RIO NEGRO,Pilcaniyeu,Comallo,62070010,0.5,1.0
RIO NEGRO,Pilcaniyeu,Comallo,62070010,0.512,1.0
RIO NEGRO,Pilcaniyeu,Comallo,62070010,5.0,345.0
RIO NEGRO,Pilcaniyeu,Comallo,62070010,60.0,6.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,0.0,100.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,0.512,1.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,0.75,2.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,3.0,1.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,3.5,60.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,4.0,2.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,6.0,1.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,8.0,101.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,10.0,1.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020,15.0,222.0
RIO NEGRO,Pilcaniyeu,Laguna Blanca,62070030,2.0,2.0
RIO NEGRO,Pilcaniyeu,Paso Flores,62070030,2.0,2.0
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,62070060,4.0,1.0
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,62070060,40.0,3.0
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,62070070,2.0,1.0
RIO NEGRO,Pilcaniyeu,Villa Llanquín,62070080,2.0,1.0
RIO NEGRO,San Antonio,Las Grutas,62077010,0.5,1.0
RIO NEGRO,San Antonio,Las Grutas,62077010,0.512,1.0
RIO NEGRO,San Antonio,Las Grutas,62077010,3.5,57.0
RIO NEGRO,San Antonio,Las Grutas,62077010,8.0,100.0
RIO NEGRO,San Antonio,Las Grutas,62077010,15.0,137.0
RIO NEGRO,San Antonio,Las Grutas,62077010,40.0,14.0
RIO NEGRO,San Antonio,Las Grutas,62077010,50.0,2826.0
RIO NEGRO,San Antonio,Playas Doradas,62077020,1.0,138.0
RIO NEGRO,San Antonio,Playas Doradas,62077020,2.0,46.0
RIO NEGRO,San Antonio,Playas Doradas,62077020,3.0,7.0
RIO NEGRO,San Antonio,Playas Doradas,62077020,10.0,151.0
RIO NEGRO,San Antonio,Puerto San Antonio Este,62077030,0.512,1.0
RIO NEGRO,San Antonio,Puerto San Antonio Este,62077030,10.0,65.0
RIO NEGRO,San Antonio,Puerto San Antonio Este,62077030,15.0,1.0
RIO NEGRO,San Antonio,Punta Colorada,62077040,1.0,2.0
RIO NEGRO,San Antonio,Punta Colorada,62077040,2.0,2.0
RIO NEGRO,San Antonio,Punta Colorada,62077040,3.0,1.0
RIO NEGRO,San Antonio,Saco Viejo,62077045,10.0,39.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,0.512,1.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,0.75,12.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,3.5,246.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,8.0,320.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,10.0,567.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,15.0,210.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,50.0,3395.0
RIO NEGRO,San Antonio,San Antonio Oeste,62077050,100.0,10.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,0.0,1.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,0.512,1.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,0.75,2.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,1.0,104.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,2.0,141.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,3.0,45.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,3.5,223.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,6.0,443.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,8.0,156.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,10.0,1.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,15.0,52.0
RIO NEGRO,San Antonio,Sierra Grande,62077060,50.0,1225.0
RIO NEGRO,Valcheta,Aguada Cecilio,62084010,1.0,1.0
RIO NEGRO,Valcheta,Aguada Cecilio,62084010,20.0,1.0
RIO NEGRO,Valcheta,Arroyo Los Berros,62084020,2.0,2.0
RIO NEGRO,Valcheta,Arroyo Ventana,62084030,2.0,1.0
RIO NEGRO,Valcheta,Nahuel Niyeu,62084040,20.0,13.0
RIO NEGRO,Valcheta,Sierra Pailemán,62084050,2.0,2.0
RIO NEGRO,Valcheta,Valcheta,62084060,0.0,1.0
RIO NEGRO,Valcheta,Valcheta,62084060,0.5,1.0
RIO NEGRO,Valcheta,Valcheta,62084060,0.512,1.0
RIO NEGRO,Valcheta,Valcheta,62084060,1.0,28.0
RIO NEGRO,Valcheta,Valcheta,62084060,2.0,9.0
RIO NEGRO,Valcheta,Valcheta,62084060,10.0,171.0
RIO NEGRO,Valcheta,Valcheta,62084060,15.0,1.0
RIO NEGRO,Valcheta,Valcheta,62084060,25.0,1.0
RIO NEGRO,Valcheta,Valcheta,62084060,30.0,1.0
RIO NEGRO,Valcheta,Valcheta,62084060,50.0,1047.0
SALTA,Anta,Apolinario Saravia,66007010,0.512,1.0
SALTA,Anta,Apolinario Saravia,66007010,5.0,613.0
SALTA,Anta,Apolinario Saravia,66007010,6.0,104.0
SALTA,Anta,Apolinario Saravia,66007010,8.0,45.0
SALTA,Anta,Apolinario Saravia,66007010,10.0,54.0
SALTA,Anta,Apolinario Saravia,66007010,12.0,1.0
SALTA,Anta,Ceibalito,66007020,0.0,5.0
SALTA,Anta,Coronel Mollinedo,66007040,0.512,1.0
SALTA,Anta,Coronel Mollinedo,66007040,5.0,1.0
SALTA,Anta,Coronel Olleros,66007050,5.0,2.0
SALTA,Anta,El Quebrachal,66007060,0.5,1.0
